"","Index","Hydro_endpoint","Flow.Metric.Name","Threshold","Result","Quantile","metric","n"
"536","csci","SP_Mag","Spring recession magnitude","NATMed","NoImpact",0.5,"csci_SP_Mag",184
"537","csci","SP_Mag","Spring recession magnitude","NATMed","NoImpact",0.9,"csci_SP_Mag",197
"538","csci","SP_Mag","Spring recession magnitude","NATMed","BioImpact",0.5,"csci_SP_Mag",115
"539","csci","SP_Mag","Spring recession magnitude","NATMed","BioImpact",0.9,"csci_SP_Mag",146
"540","csci","SP_Mag","Spring recession magnitude","NATMed","HydroImpact",0.5,"csci_SP_Mag",13
"541","csci","SP_Mag","Spring recession magnitude","NATMed","BothImpact",0.5,"csci_SP_Mag",31
"542","csci","SP_Mag","Spring recession magnitude","SB0","BioImpact",0.5,"csci_SP_Mag",6
"543","csci","SP_Mag","Spring recession magnitude","SB0","BioImpact",0.9,"csci_SP_Mag",6
"544","csci","SP_Mag","Spring recession magnitude","SB2","BioImpact",0.5,"csci_SP_Mag",25
"545","csci","SP_Mag","Spring recession magnitude","SB2","BioImpact",0.9,"csci_SP_Mag",29
"546","csci","SP_Mag","Spring recession magnitude","SB2","BothImpact",0.5,"csci_SP_Mag",4
"547","csci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","NoImpact",0.5,"csci_Wet_BFL_Mag_10",1
"548","csci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","NoImpact",0.9,"csci_Wet_BFL_Mag_10",1
"549","csci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","BioImpact",0.5,"csci_Wet_BFL_Mag_10",35
"550","csci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","BioImpact",0.9,"csci_Wet_BFL_Mag_10",38
"551","csci","Wet_BFL_Mag_10","Wet-season low baseflow","HB","BothImpact",0.5,"csci_Wet_BFL_Mag_10",3
"552","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","NoImpact",0.5,"csci_Wet_BFL_Mag_10",138
"553","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","NoImpact",0.9,"csci_Wet_BFL_Mag_10",140
"554","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BioImpact",0.5,"csci_Wet_BFL_Mag_10",23
"555","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BioImpact",0.9,"csci_Wet_BFL_Mag_10",39
"556","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","HydroImpact",0.5,"csci_Wet_BFL_Mag_10",2
"557","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NAT","BothImpact",0.5,"csci_Wet_BFL_Mag_10",16
"558","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATHigh","NoImpact",0.9,"csci_Wet_BFL_Mag_10",148
"559","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATHigh","BioImpact",0.9,"csci_Wet_BFL_Mag_10",187
"560","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATHigh","HydroImpact",0.5,"csci_Wet_BFL_Mag_10",148
"561","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATHigh","BothImpact",0.5,"csci_Wet_BFL_Mag_10",195
"562","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATHigh","BothImpact",0.9,"csci_Wet_BFL_Mag_10",8
"563","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",0.5,"csci_Wet_BFL_Mag_10",267
"564","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","NoImpact",0.9,"csci_Wet_BFL_Mag_10",269
"565","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",0.5,"csci_Wet_BFL_Mag_10",68
"566","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BioImpact",0.9,"csci_Wet_BFL_Mag_10",74
"567","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","HydroImpact",0.5,"csci_Wet_BFL_Mag_10",2
"568","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATLow","BothImpact",0.5,"csci_Wet_BFL_Mag_10",6
"569","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","NoImpact",0.5,"csci_Wet_BFL_Mag_10",190
"570","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","NoImpact",0.9,"csci_Wet_BFL_Mag_10",197
"571","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BioImpact",0.5,"csci_Wet_BFL_Mag_10",107
"572","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BioImpact",0.9,"csci_Wet_BFL_Mag_10",143
"573","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","HydroImpact",0.5,"csci_Wet_BFL_Mag_10",7
"574","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BothImpact",0.5,"csci_Wet_BFL_Mag_10",39
"575","csci","Wet_BFL_Mag_10","Wet-season low baseflow","NATMed","BothImpact",0.9,"csci_Wet_BFL_Mag_10",3
"576","csci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BioImpact",0.5,"csci_Wet_BFL_Mag_10",6
"577","csci","Wet_BFL_Mag_10","Wet-season low baseflow","SB0","BioImpact",0.9,"csci_Wet_BFL_Mag_10",6
"578","csci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BioImpact",0.5,"csci_Wet_BFL_Mag_10",25
"579","csci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BioImpact",0.9,"csci_Wet_BFL_Mag_10",29
"580","csci","Wet_BFL_Mag_10","Wet-season low baseflow","SB2","BothImpact",0.5,"csci_Wet_BFL_Mag_10",4
"581","csci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","NoImpact",0.5,"csci_Wet_BFL_Mag_50",1
"582","csci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","NoImpact",0.9,"csci_Wet_BFL_Mag_50",1
"583","csci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BioImpact",0.5,"csci_Wet_BFL_Mag_50",35
"584","csci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BioImpact",0.9,"csci_Wet_BFL_Mag_50",38
"585","csci","Wet_BFL_Mag_50","Wet-season median baseflow","HB","BothImpact",0.5,"csci_Wet_BFL_Mag_50",3
"586","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",0.5,"csci_Wet_BFL_Mag_50",136
"587","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","NoImpact",0.9,"csci_Wet_BFL_Mag_50",140
"588","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",0.5,"csci_Wet_BFL_Mag_50",25
"589","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BioImpact",0.9,"csci_Wet_BFL_Mag_50",39
"590","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","HydroImpact",0.5,"csci_Wet_BFL_Mag_50",4
"591","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NAT","BothImpact",0.5,"csci_Wet_BFL_Mag_50",14
"592","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","NoImpact",0.9,"csci_Wet_BFL_Mag_50",148
"593","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","BioImpact",0.9,"csci_Wet_BFL_Mag_50",195
"594","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","HydroImpact",0.5,"csci_Wet_BFL_Mag_50",148
"595","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATHigh","BothImpact",0.5,"csci_Wet_BFL_Mag_50",195
"596","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","NoImpact",0.5,"csci_Wet_BFL_Mag_50",267
"597","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","NoImpact",0.9,"csci_Wet_BFL_Mag_50",269
"598","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BioImpact",0.5,"csci_Wet_BFL_Mag_50",68
"599","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BioImpact",0.9,"csci_Wet_BFL_Mag_50",74
"600","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","HydroImpact",0.5,"csci_Wet_BFL_Mag_50",2
"601","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATLow","BothImpact",0.5,"csci_Wet_BFL_Mag_50",6
"602","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","NoImpact",0.5,"csci_Wet_BFL_Mag_50",185
"603","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","NoImpact",0.9,"csci_Wet_BFL_Mag_50",197
"604","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BioImpact",0.5,"csci_Wet_BFL_Mag_50",95
"605","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BioImpact",0.9,"csci_Wet_BFL_Mag_50",146
"606","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","HydroImpact",0.5,"csci_Wet_BFL_Mag_50",12
"607","csci","Wet_BFL_Mag_50","Wet-season median baseflow","NATMed","BothImpact",0.5,"csci_Wet_BFL_Mag_50",51
"608","csci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","BioImpact",0.5,"csci_Wet_BFL_Mag_50",6
"609","csci","Wet_BFL_Mag_50","Wet-season median baseflow","SB0","BioImpact",0.9,"csci_Wet_BFL_Mag_50",6
"610","csci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BioImpact",0.5,"csci_Wet_BFL_Mag_50",25
"611","csci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BioImpact",0.9,"csci_Wet_BFL_Mag_50",29
"612","csci","Wet_BFL_Mag_50","Wet-season median baseflow","SB2","BothImpact",0.5,"csci_Wet_BFL_Mag_50",4
